STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Tamil Nadu",Chengalpattu,PMGSY-II,24,3,24,3,0,0,87.248,39.3014,86.448,37.372,0
"Tamil Nadu",Cuddalore,PMGSY-III,39,1,39,1,0,0,153.664,93.27979,152.607,89.8779,0
"Tamil Nadu",Kallakurichi,PMGSY-I,166,4,166,4,0,0,424.586,131.38586,410.628,115.2407,0
"Tamil Nadu",Kanchipuram,PMGSY-I,161,1,161,1,0,0,357.335,86.51455,357.685,77.6514,0
"Tamil Nadu",Kanniyakumari,PMGSY-III,16,0,14,0,2,0,60.46,37.26415,57.715,15.3738,2.755
"Tamil Nadu",Karur,PMGSY-III,74,0,65,0,9,0,268.516,138.02792,251.781,103.6473,6.78
"Tamil Nadu",Madurai,PMGSY-I,280,0,280,0,0,0,511.653,124.11849,512.083,36.0835,0
"Tamil Nadu",Mayiladuthurai,PMGSY-II,27,1,27,1,0,0,74.724,63.01125,74.724,69.2189,0
"Tamil Nadu",Mayiladuthurai,PMGSY-III,59,10,49,6,10,4,236.544,234.7002,206.418,199.3587,30.01
"Tamil Nadu",Namakkal,PMGSY-III,108,0,104,0,4,0,375.834,209.22077,363.314,172.6513,12.521
"Tamil Nadu",Perambalur,PMGSY-II,12,0,12,0,0,0,43.84,15.9089,43.84,15.3482,0
"Tamil Nadu",Pudukkottai,PMGSY-II,17,0,17,0,0,0,92.88,37.80413,92.967,39.9942,0
"Tamil Nadu",Ranipet,PMGSY-I,92,2,92,2,0,0,213.068,55.05758,202.832,174.1827,0
"Tamil Nadu",Sivagangai,PMGSY-II,4,1,4,1,0,0,11.955,7.47306,11.955,7.9755,0
"Tamil Nadu",Tenkasi,PMGSY-II,3,0,3,0,0,0,9.532,4.1148,9.532,3.9285,0
"Tamil Nadu",Thanjavur,PMGSY-I,302,2,302,2,0,0,564.204,132.16558,563.374,139.4407,0
"Tamil Nadu",Tirunelveli,PMGSY-I,211,0,211,0,0,0,446.564,87.18956,438.87,78.9586,0
"Tamil Nadu",Tirunelveli,PMGSY-II,18,0,18,0,0,0,74.681,25.50315,74.681,24.4464,0
"Tamil Nadu",Tirupathur,PMGSY-III,29,0,22,0,7,0,104.84,62.34779,104.84,33.4499,0
"Tamil Nadu",Tiruvallur,PMGSY-I,198,1,198,1,0,0,403.181,89.74477,402.781,78.8675,0
"Tamil Nadu",Tiruvannamalai,PMGSY-III,195,7,143,3,52,4,811.576,502.22232,762.936,266.7908,48.6
"Tamil Nadu",Vellore,PMGSY-I,117,0,117,0,0,0,349.742,74.25392,349.683,61.4774,0
"Tamil Nadu",Villupuram,PMGSY-I,322,3,322,3,0,0,663.065,186.3543,652.911,178.5364,0
"Tamil Nadu",Virudhunagar,PMGSY-III,22,2,18,1,4,1,71.445,63.20738,55.645,23.4859,15.8
Telangana,"Bhadradri Kothagudem",PMGSY-I,168,24,167,24,1,0,712.02,251.4457,675.957,135.5522,4.35
Telangana,Jagitial,PMGSY-II,3,0,3,0,0,0,22.83,11.44,21.717,10.3955,0
Telangana,Jagitial,PMGSY-III,12,5,4,0,8,5,65.539,56.98604,33.877,24.317,30.619
Telangana,Jangoan,PMGSY-III,13,0,9,0,4,0,137.128,98.54163,110.917,100.6272,23.714
Telangana,"Jayashankar Bhoopalapally",PMGSY-II,2,0,2,0,0,0,21.95,16.5554,20.345,16.187,0
Telangana,"Jayashankar Bhoopalapally",RCPLWEA,11,4,3,2,8,2,78.7,94.07464,35.797,53.7559,42.523
Telangana,Kamareddy,PMGSY-I,162,8,162,8,0,0,417.72,78.3256,415.72,14.6649,0
Telangana,Kamareddy,PMGSY-III,11,4,9,3,2,1,83.208,59.17634,74.643,51.314,5.234
Telangana,Karimnagar,PMGSY-I,65,7,65,7,0,0,170.461,30.67287,170.612,49.1757,0
Telangana,"Komrambheem Asifabad",PMGSY-III,6,2,4,2,2,0,41.09,25.49702,27.889,8.4883,12.1
Telangana,Mahaboobnagar,PMGSY-I,43,4,43,4,0,0,181.035,42.3286,175.095,71.2372,0
Telangana,Mahaboobnagar,PMGSY-II,3,0,3,0,0,0,21.7,13.1705,19.126,9.0315,0
Telangana,Mahaboobnagar,PMGSY-III,11,9,5,6,6,3,69.748,70.60881,41.258,46.0658,27.251
Telangana,Mahabubabad,RCPLWEA,1,0,0,0,1,0,38.4,37.0495,17.642,19.581,20.758
Telangana,Medak,PMGSY-III,9,0,4,0,5,0,64.266,34.61625,44.721,28.5826,17.888
Telangana,Mulugu,PMGSY-I,68,4,68,4,0,0,215.437,89.7022,212.933,99.296,0
Telangana,Nagarkurnool,PMGSY-I,47,3,47,3,0,0,246.22,53.8064,240.37,95.9604,0
Telangana,Nalgonda,PMGSY-II,14,0,14,0,0,0,88.6,38.6273,86.467,30.2596,0
Telangana,Narayanpet,PMGSY-I,26,1,26,1,0,0,122.97,22.2787,117.61,44.413,0
Telangana,Nirmal,PMGSY-I,74,13,70,12,4,1,272.87,92.9709,255.516,124.6339,14.034
Telangana,Nirmal,PMGSY-III,8,3,2,0,6,3,65.29,43.44925,59.93,34.7035,5.26
Telangana,Sangareddy,PMGSY-III,19,10,13,1,6,9,121.317,103.71032,89.522,64.4027,28.74
Telangana,Siddipet,PMGSY-I,99,6,99,6,0,0,407.205,104.5496,400.715,191.7028,0
Telangana,Siddipet,PMGSY-III,13,6,3,0,10,6,112.806,92.27847,34.228,69.4431,77.268
Telangana,Suryapet,PMGSY-I,92,0,92,0,0,0,404.38,82.0688,394.4,164.8189,0
Telangana,Suryapet,PMGSY-II,6,0,6,0,0,0,39.72,19.7316,39.72,13.9825,0
Tripura,Dhalai,PM-JANMAN,9,0,0,0,9,0,50.983,47.64226,0,0,50.983
Tripura,Khowai,PMGSY-II,6,0,5,0,1,0,24.681,25.23502,23.961,25.8621,0.578
Tripura,"North Tripura",PM-JANMAN,21,0,0,0,21,0,78.631,70.47659,0,0,78.631
"Uttar Pradesh",Aligarh,PMGSY-I,205,0,205,0,0,0,690.625,184.3754,682.44,175.3916,0
"Uttar Pradesh",Aligarh,PMGSY-III,38,0,38,0,0,0,335.29,229.302,334.62,172.3126,0
"Uttar Pradesh",Ambedkarnagar,PMGSY-II,17,0,17,0,0,0,108.825,65.43626,103.845,50.0185,0
"Uttar Pradesh",Ambedkarnagar,PMGSY-III,27,0,27,0,0,0,181.33,132.15772,176.733,113.4394,0
"Uttar Pradesh",Amethi,PMGSY-I,227,0,227,0,0,0,694.668,223.5321,687.159,215.5701,0
"Uttar Pradesh",Auraiya,PMGSY-III,10,0,8,0,2,0,62.285,47.9342,53.73,31.2845,8.735
"Uttar Pradesh",Ayodhya,PMGSY-I,246,0,246,0,0,0,821.71,249.8483,817.005,240.9513,0
"Uttar Pradesh",Azamgarh,PMGSY-III,81,0,65,0,16,0,561.83,449.77695,529.761,326.7286,24.06
"Uttar Pradesh",Bahraich,PMGSY-I,260,0,260,0,0,0,938.632,325.7493,921.943,312.4871,0
"Uttar Pradesh",Bahraich,PMGSY-III,43,0,41,0,2,0,354.029,289.68228,336.225,266.9239,12.76
"Uttar Pradesh",Bulandshahr,PMGSY-I,315,0,315,0,0,0,754.485,163.9748,744.607,157.2351,0
"Uttar Pradesh",Chitrakoot,PMGSY-I,108,0,108,0,0,0,410.745,120.0661,403.403,126.7396,0
"Uttar Pradesh",Etah,PMGSY-I,274,0,274,0,0,0,718.952,166.1075,714.712,150.8243,0
"Uttar Pradesh",Farrukhabad,PMGSY-II,10,0,10,0,0,0,91.3,55.02389,90.594,49.8256,0
"Uttar Pradesh",Farrukhabad,PMGSY-III,23,0,23,0,0,0,186.745,149.74739,186.745,122.3299,0
"Uttar Pradesh",Firozabad,PMGSY-I,233,0,233,0,0,0,630.325,145.113,621.425,132.606,0
"Uttar Pradesh","G.B. Nagar",PMGSY-II,9,0,9,0,0,0,100.15,65.4942,94.903,50.3961,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-I,187,0,187,0,0,0,512.96,120.0831,505.117,112.9559,0
"Uttar Pradesh",Jaunpur,PMGSY-I,271,0,271,0,0,0,717.962,179.1209,713.434,163.0094,0
"Uttar Pradesh",Jhansi,PMGSY-III,30,0,28,0,2,0,231.45,188.97608,218.906,125.6938,6.4
"Uttar Pradesh",Kannauj,PMGSY-II,14,0,14,0,0,0,107.955,80.04009,107.85,74.0124,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-I,272,0,272,0,0,0,574.447,128.8868,570.636,124.1542,0
"Uttar Pradesh",Kasganj,PMGSY-II,14,0,14,0,0,0,109.075,60.18487,108.975,51.3523,0
"Uttar Pradesh",Kaushambi,PMGSY-I,119,0,119,0,0,0,377.975,108.3417,374.955,103.5433,0
"Uttar Pradesh",Lalitpur,PMGSY-I,139,0,139,0,0,0,603.97,176.035,603.114,181.2625,0
"Uttar Pradesh",Maharajganj,PMGSY-III,41,0,41,0,0,0,318.064,245.54334,310.886,203.8273,0
"Uttar Pradesh",Mathura,PMGSY-III,34,3,32,3,2,0,305.538,236.21237,283.247,172.5962,17.46
"Uttar Pradesh",Meerut,PMGSY-II,14,0,14,0,0,0,98.601,43.6994,90.402,38.5693,0
"Uttar Pradesh",Mirzapur,PMGSY-II,14,0,14,0,0,0,114.45,43.4263,114.15,35.114,0
"Uttar Pradesh",Pilibhit,PMGSY-III,31,1,31,1,0,0,251.34,158.50596,248.035,132.7438,0
"Uttar Pradesh","Rae Bareli",PMGSY-I,259,0,259,0,0,0,860.477,259.3289,842.455,258.1429,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-II,13,0,13,0,0,0,102.7,48.1293,100.295,46.89,0
"Uttar Pradesh",Saharanpur,PMGSY-II,11,0,11,0,0,0,104.1,46.7217,101.22,41.432,0
"Uttar Pradesh",Sambhal,PMGSY-I,256,0,256,0,0,0,626.939,130.0269,608.947,121.8389,0
"Uttar Pradesh",Shahjahanpur,PMGSY-II,13,0,13,0,0,0,109.6,68.09171,106.005,60.8477,0
"Uttar Pradesh",Shamli,PMGSY-II,10,0,10,0,0,0,105.3,50.71296,105.3,46.6157,0
"Uttar Pradesh",Sitapur,PMGSY-III,64,0,64,0,0,0,509.362,488.41828,509.09,467.0025,0
"Uttar Pradesh",Sultanpur,PMGSY-I,296,0,296,0,0,0,912.88,284.1045,899.854,279.0367,0
"Uttar Pradesh",Unnao,PMGSY-I,307,0,307,0,0,0,1074.58,338.0768,1056.763,328.4345,0
"Uttar Pradesh",Unnao,PMGSY-III,73,0,71,0,2,0,557.875,485.47716,537.044,418.6153,9.3
Uttarakhand,Almora,PMGSY-II,10,0,10,0,0,0,108.175,62.7289,108.175,56.0987,0
Uttarakhand,Chamoli,PMGSY-III,20,4,10,0,10,4,220.664,211.85847,161.769,132.5358,58.894
Uttarakhand,Champawat,PMGSY-I,130,13,124,13,6,0,1170.72,546.743,1137.975,517.8722,21.875
Uttarakhand,Dehradun,PMGSY-I,131,4,129,4,2,0,1223.048,525.4957,1202.193,534.2589,12.85
Uttarakhand,Dehradun,PMGSY-III,12,0,5,0,7,0,114.045,93.08242,53.825,43.2449,60.22
Uttarakhand,Haridwar,PMGSY-I,68,0,68,0,0,0,181.711,33.4022,181.71,28.3885,0
Uttarakhand,Nainital,PMGSY-II,7,1,6,1,1,0,59.05,32.2919,56.775,28.0793,1.95
Uttarakhand,Rudraprayag,PMGSY-III,7,0,0,0,7,0,92.025,86.61822,55.7,46.7308,36.325
Uttarakhand,Tehri,PMGSY-II,13,1,13,0,0,1,120.233,84.8196,119.808,82.4062,0
"West Bengal",Bankura,PMGSY-I,691,0,691,0,0,0,3150.821,1420.37671,3138.29,1171.7289,0
"West Bengal",Darjeeling,PMGSY-I,155,3,155,3,0,0,768.321,527.6137,762.216,508.7473,0
"West Bengal",Hooghly,PMGSY-I,342,0,342,0,0,0,1464.638,670.87733,1451.536,620.4719,0
"West Bengal",Howrah,PMGSY-II,19,1,19,1,0,0,117.061,104.40142,117.068,94.1135,0
"West Bengal",Kalimpong,PMGSY-I,80,2,80,2,0,0,432.841,290.8624,427.362,285.1607,0
"West Bengal","North 24 Parganas",PMGSY-I,468,0,468,0,0,0,2160.54,1095.63808,2146.782,1006.0385,0
"West Bengal","Purba Burdwan",PMGSY-I,253,4,253,4,0,0,1349.102,543.36375,1319.389,495.9742,0
"West Bengal",Purulia,PMGSY-I,415,0,415,0,0,0,2217.411,870.67731,2208.023,672.5263,0
"West Bengal","South 24-Parganas",PMGSY-III,47,0,6,0,41,0,320.352,226.43533,39.123,31.3087,281.229
"West Bengal",Uttardinajpur,PMGSY-III,22,0,5,0,17,0,158.926,110.2833,36.525,34.0749,122.301
"Andaman And Nicobar","North and Middle Andaman",PMGSY-II,24,0,0,0,24,0,54.67,27.7646,20.34,10.6507,34.33
"Andaman And Nicobar","South Andaman",PMGSY-III,8,0,0,0,8,0,27.896,34.2347,0,0,27.896
"Andhra Pradesh","Alluri Sitharama Raju",PMGSY-III,3,1,3,0,0,1,29.1,15.62,29.436,12.5535,0
"Andhra Pradesh",Anakapalli,PMGSY-III,15,4,13,1,2,3,104.105,69.76811,86.604,53.4612,11.83
"Andhra Pradesh",Bapatla,PMGSY-III,12,3,8,0,4,3,82.069,87.31,54.998,39.6087,25.81
"Andhra Pradesh",Chittoor,PMGSY-I,148,3,148,3,0,0,482.261,101.8512,471.991,100.7436,0
"Andhra Pradesh",Chittoor,PMGSY-II,11,0,11,0,0,0,69.29,33.6205,66.882,27.3141,0
"Andhra Pradesh","East Godavari",PMGSY-I,104,2,104,2,0,0,252.056,54.527,249.354,43.5468,0
"Andhra Pradesh",Eluru,PMGSY-II,7,0,7,0,0,0,45.54,22.2167,44.101,18.5315,0
"Andhra Pradesh",Kakinada,PMGSY-II,7,0,7,0,0,0,39.106,17.77,37.507,14.3061,0
"Andhra Pradesh",Kurnool,PMGSY-III,11,1,11,0,0,1,102.633,53.8026,96.916,41.6154,0
"Andhra Pradesh",Nandyal,PMGSY-I,115,12,115,12,0,0,385.365,92.5398,365.51,48.7807,0
"Andhra Pradesh",Nandyal,PMGSY-II,5,0,5,0,0,0,54.93,32.6416,53.622,28.8901,0
"Andhra Pradesh",Nandyal,PMGSY-III,12,3,12,2,0,1,113.91,87.6318,107.793,81.1962,0
"Andhra Pradesh",Nellore,PMGSY-III,20,2,18,0,2,2,194.37,122.57004,174.952,103.9738,11.898
"Andhra Pradesh",Srikakulam,PMGSY-II,8,0,8,0,0,0,63.04,32.9494,60.214,23.9706,0
"Andhra Pradesh",Tirupati,PMGSY-I,137,15,137,15,0,0,344.624,86.9762,334.918,83.0694,0
"Andhra Pradesh",Vizianagaram,PMGSY-I,176,3,174,3,2,0,519.45,119.6766,503.29,120.4434,16.1
"Andhra Pradesh","West Godavari",PMGSY-III,7,1,4,0,3,1,45.09,50.4731,19.657,15.4769,24.651
"Arunachal Pradesh",Anjaw,PMGSY-I,26,9,23,8,3,1,354.135,292.5651,296.395,215.4681,57.74
"Arunachal Pradesh",Changlang,PMGSY-I,100,28,99,28,1,0,949.981,534.7094,937.846,535.341,10.52
"Arunachal Pradesh","East Kameng",PMGSY-I,113,16,103,15,10,1,1911.37,1286.0398,1793.88,1312.236,104.65
"Arunachal Pradesh","East Siang",PMGSY-II,3,0,3,0,0,0,17.51,7.812,17.51,7.9531,0
"Arunachal Pradesh","Kurung Kumey",PMGSY-II,2,0,1,0,1,0,62,50.62418,38,39.9284,24
"Arunachal Pradesh","Lepa Rada",PMGSY-II,6,0,6,0,0,0,21.5,20.5254,21.3,19.0232,0
"Arunachal Pradesh",Lohit,PMGSY-I,14,0,14,0,0,0,48.9,12.5042,49.13,12.2983,0
"Arunachal Pradesh",Lohit,PMGSY-II,2,0,2,0,0,0,15.64,9.0112,15.64,7.7549,0
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-III,4,5,1,0,3,5,21.23,44.10177,16.05,7.1461,5.18
"Arunachal Pradesh","Lower Subansiri",PMGSY-II,5,0,5,0,0,0,28.14,30.5272,28.14,30.1846,0
"Arunachal Pradesh",Namsai,PMGSY-II,6,0,6,0,0,0,20.17,7.8604,20.17,7.5789,0
"Arunachal Pradesh","Shi Yomi",PMGSY-II,1,0,1,0,0,0,7.18,3.7164,5.295,3.0357,0
"Arunachal Pradesh",Siang,PMGSY-III,6,1,1,0,5,1,45.72,34.6605,4.3,2.2687,41.42
"Arunachal Pradesh",Tawang,PMGSY-III,6,0,0,0,6,0,37.62,37.9503,5.67,8.7847,31.95
"Arunachal Pradesh","Upper Subansiri",PMGSY-II,4,1,4,1,0,0,38.37,52.2119,38.37,49.6861,0
"Arunachal Pradesh","West Siang",PMGSY-II,4,0,4,0,0,0,21.05,17.2134,21.05,16.0836,0
Assam,Baksa,PMGSY-III,14,2,12,1,2,1,85.271,55.9084,82.998,47.4849,2.273
Assam,Bongaigaon,PMGSY-I,214,39,214,39,0,0,624.338,417.70806,624.08,433.6468,0
Assam,Dibrugarh,PMGSY-III,29,3,25,3,4,0,188.897,107.55336,162.64,88.9363,23.645
Assam,Hailakandi,PMGSY-I,111,7,111,7,0,0,387.395,272.3226,380.831,301.7354,0
Assam,Jorhat,PMGSY-III,27,0,24,0,3,0,172.937,104.11161,152.472,88.1204,20.061
Assam,"Karbi Anglong",PMGSY-I,274,30,274,30,0,0,1206.485,742.48135,1198.393,788.8028,0
Assam,Nalbari,PMGSY-II,14,0,14,0,0,0,95.335,62.66946,95.335,62.9336,0
Assam,Nowgaon,PMGSY-III,65,2,48,1,17,1,406.058,223.2251,356.57,170.4538,47.704
Assam,Sonitpur,PMGSY-II,20,4,20,4,0,0,180.67,130.875,180.62,136.9289,0
Assam,Tinsukia,PMGSY-I,354,28,354,28,0,0,1319.943,757.55064,1310.572,822.9212,0
Assam,Tinsukia,PMGSY-II,17,2,17,2,0,0,85.2,58.7516,85.24,59.1314,0
Bihar,Araria,PMGSY-I,320,220,317,209,3,11,1646.233,1354.31006,1598.568,1252.303,1.522
Bihar,Arwal,PMGSY-III,9,6,7,3,2,3,74.283,63.28805,58.593,45.551,13.941
Bihar,Banka,PMGSY-I,488,69,486,69,2,0,1614.395,870.77704,1582.819,786.849,3.14
Bihar,Begusarai,PMGSY-II,11,1,11,1,0,0,61.055,33.72764,61.055,34.3338,0
Bihar,Begusarai,PMGSY-III,24,21,19,14,5,7,177.046,191.33378,161.242,158.474,10.411
Bihar,Bhagalpur,PMGSY-III,8,4,8,2,0,2,60.813,61.31584,60.475,59.7489,0
Bihar,Chapra(Saran),PMGSY-III,29,2,18,0,11,2,205.306,152.30697,148.428,93.9896,54.716
Bihar,Darbhanga,PMGSY-III,57,93,45,32,12,61,410.522,759.23245,340.746,485.5825,57.234
Bihar,Gaya,PMGSY-I,1170,54,1147,52,23,2,3028.893,1424.73547,2923.537,1261.3574,75.586
Bihar,Gaya,PMGSY-III,23,3,22,3,1,0,174.673,104.35383,153.781,77.0177,5.222
Bihar,Gopalganj,PMGSY-III,16,7,16,0,0,7,142.893,123.74185,142.11,113.7656,0
Bihar,Jahanabad,PMGSY-I,284,3,281,3,3,0,562.569,250.34601,548.744,222.4337,5.051
Bihar,Khagaria,PMGSY-I,181,32,176,30,5,2,595.22,434.92495,547.923,400.7915,10.229
Bihar,Lakhisarai,PMGSY-II,5,0,5,0,0,0,47.055,20.2212,47.055,20.3086,0
Bihar,Madhepura,PMGSY-II,10,0,10,0,0,0,59.065,31.9513,58.624,31.9613,0
Bihar,Muzaffarpur,PMGSY-III,40,15,38,3,2,12,290.767,269.73708,276.085,214.5742,9.97
Bihar,Patna,PMGSY-II,15,0,14,0,1,0,110.76,43.94972,109.75,50.7724,0.3
Bihar,Sheikhpura,PMGSY-II,5,1,5,1,0,0,18.25,7.24144,18.171,8.038,0
Bihar,Sheikhpura,PMGSY-III,1,0,1,0,0,0,5.035,2.85845,4.97,2.4786,0
Bihar,Sheohar,PMGSY-III,8,8,7,7,1,1,57.295,57.55317,52.342,51.7552,1.275
Bihar,Sitamarhi,PMGSY-II,6,0,6,0,0,0,35.31,16.35644,35.255,16.6502,0
Bihar,Siwan,PMGSY-III,5,0,5,0,0,0,27.355,16.78689,27.036,14.0995,0
Bihar,Vaishali,PMGSY-I,496,9,496,9,0,0,1580.714,754.27234,1521.695,671.9618,0
Chhattisgarh,Balodabazar,PMGSY-I,252,3,252,3,0,0,1116.63,332.6491,1084.9,305.6728,0
Chhattisgarh,Balodabazar,PMGSY-III,18,5,18,5,0,0,187.49,136.68489,186,101.68,0
Chhattisgarh,Bastar,PMGSY-I,426,16,426,16,0,0,1993.505,671.0231,1928.808,725.0179,0
Chhattisgarh,Bastar,PMGSY-III,20,1,20,1,0,0,300.38,208.82543,309.63,185.6391,0
Chhattisgarh,Bemetra,PMGSY-III,21,5,21,2,0,3,148.44,116.25624,149.15,98.0437,0
Chhattisgarh,Bijapur,PMGSY-II,1,0,1,0,0,0,41.35,35.9525,25,39.6026,0
Chhattisgarh,Bilaspur,PMGSY-II,9,0,9,0,0,0,85.57,56.75817,85.47,54.9221,0
Chhattisgarh,Bilaspur,PM-JANMAN,32,8,7,0,25,8,126.55,124.67001,50.92,0,75.43
Chhattisgarh,Durg,PMGSY-I,96,0,96,0,0,0,375,103.6962,354.46,94.6991,0
Chhattisgarh,Durg,PMGSY-III,15,6,15,6,0,0,99.75,77.8226,95.785,59.2283,0
Chhattisgarh,Gariaband,PM-JANMAN,49,6,9,0,40,6,97.645,65.2817,28.265,0,69.38
Chhattisgarh,Kanker,PMGSY-II,4,0,4,0,0,0,57.6,29.874,57.4,34.788,0
Chhattisgarh,Kawardha,PM-JANMAN,76,9,8,0,68,9,273.595,222.5701,20.375,0,252.495
Chhattisgarh,Kondagaon,PMGSY-I,249,12,248,12,1,0,1201.185,457.53484,1144.046,518.8666,4.5
Chhattisgarh,Korba,PMGSY-III,25,5,25,3,0,2,270.065,172.543,271.085,146.2344,0
Chhattisgarh,Korba,PM-JANMAN,36,7,0,0,36,7,140.625,127.21788,4.45,0,136.175
Chhattisgarh,Mahasamund,PMGSY-III,15,0,15,0,0,0,159.505,85.94025,159.165,74.2225,0
Chhattisgarh,Narayanpur,PMGSY-II,1,0,1,0,0,0,5.5,3.4768,5.5,3.8081,0
Chhattisgarh,Rajnandgaon,PMGSY-I,734,16,734,16,0,0,2597.244,819.24598,2496.41,825.5098,0
Chhattisgarh,Rajnandgaon,PMGSY-III,45,8,45,8,0,0,411.75,281.27206,404.569,225.0837,0
Chhattisgarh,Sukma,PMGSY-III,6,0,6,0,0,0,77.05,42.1025,76.35,32.5968,0
Chhattisgarh,Surajpur,PMGSY-I,260,21,260,21,0,0,1382.34,394.1963,1347.021,399.851,0
Gujarat,Ahmedabad,PMGSY-III,4,3,4,0,0,3,39.145,54.86285,37.846,18.3304,0
Gujarat,Anand,PMGSY-I,245,0,245,0,0,0,523.83,103.4697,524.25,108.0646,0
Gujarat,Banaskantha,PMGSY-II,4,0,4,0,0,0,63.64,32.2719,60.86,27.6393,0
Gujarat,Bharuch,PMGSY-I,44,0,44,0,0,0,168.47,41.534,166.88,48.5185,0
Gujarat,Dangs,PMGSY-II,2,0,2,0,0,0,17.31,9.9084,17.31,9.4611,0
Gujarat,Dangs,PMGSY-III,2,4,2,4,0,0,22.756,36.645,22.756,33.9512,0
Gujarat,Jamnagar,PMGSY-II,5,0,5,0,0,0,56.6,31.8873,56.2,22.6223,0
Gujarat,Junagadh,PMGSY-I,25,0,25,0,0,0,63.97,8.5666,63.77,9.2885,0
Gujarat,Junagadh,PMGSY-III,11,3,9,0,2,3,122.616,78.52712,113.88,55.007,7.676
Gujarat,Mahisagar,PMGSY-III,11,1,11,1,0,0,96.96,60.61125,96.16,61.5828,0
Gujarat,Panchmahals,PMGSY-II,4,0,4,0,0,0,40.26,25.9157,40.26,23.3817,0
Gujarat,Porbandar,PMGSY-I,21,0,21,0,0,0,61.12,7.5072,61.02,7.6499,0
Gujarat,Rajkot,PMGSY-III,9,11,9,0,0,11,103.148,93.50779,103.031,48.4113,0
Gujarat,Sabarkantha,PMGSY-III,11,4,11,4,0,0,122.718,85.35459,121.905,69.8741,0
Gujarat,Surat,PMGSY-III,12,11,12,0,0,11,100.895,99.09984,98.903,70.8563,0
Gujarat,Surendranagar,PMGSY-I,44,1,44,1,0,0,183.96,22.626,183.66,25.0197,0
Gujarat,Tapi,PMGSY-I,189,2,189,2,0,0,460.005,161.0557,459.807,167.5964,0
Gujarat,Tapi,PMGSY-III,6,9,6,0,0,9,44.94,43.36424,44.783,35.0399,0
Gujarat,Vadodara,PMGSY-III,8,0,8,0,0,0,83.465,52.2316,81.941,48.1604,0
Haryana,Ambala,PMGSY-III,11,0,11,0,0,0,91.81,36.0116,90.574,32.1231,0
Haryana,Bhiwani,PMGSY-I,15,0,15,0,0,0,174.78,82.3566,174.63,58.3123,0
Haryana,"Charkhi Dadri",PMGSY-III,12,0,12,0,0,0,116.675,66.86323,115.215,56.4042,0
Haryana,Jhajjar,PMGSY-I,30,0,30,0,0,0,321.21,120.97,321.73,107.6937,0
Haryana,Jhajjar,PMGSY-II,10,6,10,6,0,0,145.19,140.9539,127.724,116.8462,0
Haryana,Karnal,PMGSY-II,9,1,9,1,0,0,100.23,98.6994,100.225,87.4628,0
Haryana,Mohindergarh,PMGSY-III,8,0,8,0,0,0,75.98,30.9324,75.395,24.0776,0
Haryana,Rewari,PMGSY-I,22,0,22,0,0,0,238.406,84.1866,238.318,70.4965,0
Haryana,Rohtak,PMGSY-I,40,0,40,0,0,0,317.64,99.2378,317.72,93.2402,0
Haryana,Sirsa,PMGSY-I,18,0,18,0,0,0,276.32,80.0627,276.32,72.9615,0
Haryana,Sirsa,PMGSY-II,4,2,4,2,0,0,70.28,60.5244,70.02,56.3356,0
Haryana,"Yamuna Nagar",PMGSY-III,8,0,8,0,0,0,56.51,20.90174,55.211,18.5746,0
"Himachal Pradesh",Chamba,PMGSY-II,6,0,6,0,0,0,109.53,87.984,109.53,82.1913,0
"Himachal Pradesh",Kangra,PMGSY-I,779,18,778,17,1,1,3190.634,949.49646,3135.685,838.4927,14.4
"Himachal Pradesh",Kangra,PMGSY-II,24,0,24,0,0,0,234.39,156.6955,234.025,151.5347,0
"Himachal Pradesh",Kinnaur,PMGSY-I,59,1,57,1,2,0,503.72,172.70948,475.53,164.4658,5.405
"Himachal Pradesh",Kullu,PMGSY-I,250,6,250,6,0,0,1871.363,734.0279,1804.998,682.2192,0
"Himachal Pradesh",Mandi,PMGSY-I,621,18,621,18,0,0,3818.94,1295.1334,3723.759,1247.0603,0
"Himachal Pradesh",Sirmaur,PMGSY-III,23,0,6,0,17,0,292.28,246.77044,124.94,127.2948,167.335
"Jammu And Kashmir",Anantnag,NA,7,0,0,0,7,0,19.5,NA,0,0,19.5
"Jammu And Kashmir",Baramula,PMGSY-II,14,0,13,0,1,0,87.95,110.6091,86.976,80.9236,0.4
"Jammu And Kashmir",Jammu,PMGSY-II,15,4,15,4,0,0,57.05,55.0959,57,43.1829,0
"Jammu And Kashmir",Kathua,PMGSY-II,5,2,5,2,0,0,27,26.1104,27,22.1769,0
"Jammu And Kashmir",Kathua,PMGSY-III,12,13,11,5,1,8,86.407,119.8515,77.405,98.6626,8.8
